"","states","year","statesAbbr","disease","datatype","deathpop","class","population","ratio"
"3298","Utah",2012,"UT","Cardiovascular disease","Nmbr",4212,"Overall",2856343,0.147461281785836
"3299","Utah",2012,"UT","Heart failure","Nmbr",1802,"Overall",2856343,0.0630876613908064
"3300","Utah",2012,"UT","Cerebrovascular disease","Nmbr",809,"Overall",2856343,0.0283229290039747
"3301","Utah",2012,"UT","Coronary heart disease","Nmbr",1504,"Overall",2856343,0.0526547406946575
"3302","Vermont",2012,"VT","Heart failure","Nmbr",701,"Overall",626398,0.111909680426821
"3303","Vermont",2012,"VT","Cardiovascular disease","Nmbr",1606,"Overall",626398,0.256386514644044
"3304","Vermont",2012,"VT","Coronary heart disease","Nmbr",787,"Overall",626398,0.125638970750226
"3305","Vermont",2012,"VT","Cerebrovascular disease","Nmbr",281,"Overall",626398,0.0448596579171709
"3306","Vermont",2012,"VT","Chronic obstructive pulmonary disease","Nmbr",823,"Overall",626398,0.131386115536767
"3307","Virginia",2012,"VA","Cerebrovascular disease","Nmbr",3394,"Overall",8193374,0.0414237162858671
"3308","Virginia",2012,"VA","Coronary heart disease","Nmbr",7520,"Overall",8193374,0.0917814809869536
"3309","Virginia",2012,"VA","Cardiovascular disease","Nmbr",18074,"Overall",8193374,0.220592883957207
"3310","Virginia",2012,"VA","Heart failure","Nmbr",6390,"Overall",8193374,0.077989848870563
"3311","Virginia",2012,"VA","Chronic obstructive pulmonary disease","Nmbr",5461,"Overall",8193374,0.0666514185731055
"3312","Washington",2012,"WA","Cardiovascular disease","Nmbr",14027,"Overall",6897292,0.20336967029959
"3313","Washington",2012,"WA","Heart failure","Nmbr",6793,"Overall",6897292,0.0984879283057757
"3314","Washington",2012,"WA","Coronary heart disease","Nmbr",6497,"Overall",6897292,0.0941963889596091
"3315","Washington",2012,"WA","Chronic obstructive pulmonary disease","Nmbr",5991,"Overall",6897292,0.0868601764286621
"3316","Washington",2012,"WA","Cerebrovascular disease","Nmbr",2513,"Overall",6897292,0.0364345891112048
"3317","West Virginia",2012,"WV","Coronary heart disease","Nmbr",3112,"Overall",1856283,0.167646851261365
"3318","West Virginia",2012,"WV","Cardiovascular disease","Nmbr",6594,"Overall",1856283,0.35522600810329
"3319","West Virginia",2012,"WV","Chronic obstructive pulmonary disease","Nmbr",3089,"Overall",1856283,0.1664078160496
"3320","West Virginia",2012,"WV","Heart failure","Nmbr",2717,"Overall",1856283,0.146367768276712
"3321","West Virginia",2012,"WV","Cerebrovascular disease","Nmbr",1140,"Overall",1856283,0.0614130496265925
"3322","Wisconsin",2012,"WI","Coronary heart disease","Nmbr",6714,"Overall",5726422,0.117245987110276
"3323","Wisconsin",2012,"WI","Cardiovascular disease","Nmbr",14880,"Overall",5726422,0.25984812156701
"3324","Wisconsin",2012,"WI","Chronic obstructive pulmonary disease","Nmbr",4765,"Overall",5726422,0.0832107728001883
"3325","Wisconsin",2012,"WI","Cerebrovascular disease","Nmbr",2520,"Overall",5726422,0.0440065367169936
"3326","Wisconsin",2012,"WI","Heart failure","Nmbr",5856,"Overall",5726422,0.102262809132823
"3327","Wyoming",2012,"WY","Heart failure","Nmbr",506,"Overall",577080,0.0876828169404589
"3328","Wyoming",2012,"WY","Cerebrovascular disease","Nmbr",205,"Overall",577080,0.0355236708948499
"3329","Wyoming",2012,"WY","Chronic obstructive pulmonary disease","Nmbr",624,"Overall",577080,0.108130588479933
"3330","Wyoming",2012,"WY","Cardiovascular disease","Nmbr",1296,"Overall",577080,0.224578914535246
"3331","Wyoming",2012,"WY","Coronary heart disease","Nmbr",603,"Overall",577080,0.104491578290705
"3332","Alabama",2013,"AL","Cardiovascular disease","Nmbr",16252,"Overall",4830533,0.336443204093627
"3333","Alabama",2013,"AL","Coronary heart disease","Nmbr",5355,"Overall",4830533,0.110857331892775
"3334","Alabama",2013,"AL","Chronic obstructive pulmonary disease","Nmbr",5112,"Overall",4830533,0.105826831117808
"3335","Alabama",2013,"AL","Cerebrovascular disease","Nmbr",2604,"Overall",4830533,0.0539070947243296
"3336","Alabama",2013,"AL","Heart failure","Nmbr",5953,"Overall",4830533,0.123236918162033
"3337","Alaska",2013,"AK","Chronic obstructive pulmonary disease","Nmbr",415,"Overall",737442,0.0562756121837378
"3338","Alaska",2013,"AK","Cardiovascular disease","Nmbr",963,"Overall",737442,0.130586541043228
"3339","Alaska",2013,"AK","Heart failure","Nmbr",328,"Overall",737442,0.0444780742078699
"3340","Alaska",2013,"AK","Cerebrovascular disease","Nmbr",189,"Overall",737442,0.0256291342234372
"3341","Alaska",2013,"AK","Coronary heart disease","Nmbr",385,"Overall",737442,0.0522074956403351
"3342","Arizona",2013,"AZ","Heart failure","Nmbr",4657,"Overall",6630799,0.0702328633396971
"3343","Arizona",2013,"AZ","Cerebrovascular disease","Nmbr",2162,"Overall",6630799,0.0326054220615042
"3344","Arizona",2013,"AZ","Chronic obstructive pulmonary disease","Nmbr",5472,"Overall",6630799,0.0825239914526138
"3345","Arizona",2013,"AZ","Cardiovascular disease","Nmbr",14284,"Overall",6630799,0.215418986460003
"3346","Arizona",2013,"AZ","Coronary heart disease","Nmbr",7357,"Overall",6630799,0.110951938069605
"3347","Arkansas",2013,"AR","Cerebrovascular disease","Nmbr",1637,"Overall",2957957,0.0553422514255616
"3348","Arkansas",2013,"AR","Cardiovascular disease","Nmbr",9604,"Overall",2957957,0.324683556927974
"3349","Arkansas",2013,"AR","Chronic obstructive pulmonary disease","Nmbr",3340,"Overall",2957957,0.112915772609271
"3350","Arkansas",2013,"AR","Coronary heart disease","Nmbr",4356,"Overall",2957957,0.147263804037719
"3351","Arkansas",2013,"AR","Heart failure","Nmbr",3903,"Overall",2957957,0.131949179788618
"3352","California",2013,"CA","Coronary heart disease","Nmbr",39580,"Overall",38414128,0.103035008369837
"3353","California",2013,"CA","Heart failure","Nmbr",30249,"Overall",38414128,0.0787444660985146
"3354","California",2013,"CA","Cerebrovascular disease","Nmbr",13698,"Overall",38414128,0.0356587555495207
"3355","California",2013,"CA","Cardiovascular disease","Nmbr",81605,"Overall",38414128,0.212434862506836
"3356","California",2013,"CA","Chronic obstructive pulmonary disease","Nmbr",26851,"Overall",38414128,0.0698987622470566
"3357","Colorado",2013,"CO","Chronic obstructive pulmonary disease","Nmbr",4304,"Overall",5271132,0.0816522902480909
"3358","Colorado",2013,"CO","Coronary heart disease","Nmbr",3638,"Overall",5271132,0.0690174330675081
"3359","Colorado",2013,"CO","Cerebrovascular disease","Nmbr",1588,"Overall",5271132,0.0301263561603086
"3360","Colorado",2013,"CO","Heart failure","Nmbr",4027,"Overall",5271132,0.076397252051362
"3361","Colorado",2013,"CO","Cardiovascular disease","Nmbr",8829,"Overall",5271132,0.167497228299348
"3362","Connecticut",2013,"CT","Heart failure","Nmbr",3596,"Overall",3597168,0.0999675300124987
"3363","Connecticut",2013,"CT","Cardiovascular disease","Nmbr",9183,"Overall",3597168,0.255284156870071
"3364","Connecticut",2013,"CT","Coronary heart disease","Nmbr",3762,"Overall",3597168,0.104582271386824
"3365","Connecticut",2013,"CT","Chronic obstructive pulmonary disease","Nmbr",2630,"Overall",3597168,0.0731130711715438
"3366","Connecticut",2013,"CT","Cerebrovascular disease","Nmbr",1348,"Overall",3597168,0.0374739239312704
"3367","Delaware",2013,"DE","Cardiovascular disease","Nmbr",2415,"Overall",925353,0.260981484903599
"3368","Delaware",2013,"DE","Heart failure","Nmbr",728,"Overall",925353,0.0786726795071719
"3369","Delaware",2013,"DE","Chronic obstructive pulmonary disease","Nmbr",864,"Overall",925353,0.0933697734810391
"3370","Delaware",2013,"DE","Cerebrovascular disease","Nmbr",409,"Overall",925353,0.0441993487890567
"3371","Delaware",2013,"DE","Coronary heart disease","Nmbr",1246,"Overall",925353,0.134651316848813
"3372","District of Columbia",2013,"DC","Cardiovascular disease","Nmbr",1640,"Overall",649540,0.252486374973058
"3373","District of Columbia",2013,"DC","Cerebrovascular disease","Nmbr",187,"Overall",649540,0.0287896049511962
"3374","District of Columbia",2013,"DC","Chronic obstructive pulmonary disease","Nmbr",296,"Overall",649540,0.0455707115805031
"3375","District of Columbia",2013,"DC","Heart failure","Nmbr",344,"Overall",649540,0.0529605567016658
"3376","District of Columbia",2013,"DC","Coronary heart disease","Nmbr",838,"Overall",649540,0.129014379406965
"3377","Florida",2013,"FL","Coronary heart disease","Nmbr",27964,"Overall",19594467,0.142713756898823
"3378","Florida",2013,"FL","Heart failure","Nmbr",15701,"Overall",19594467,0.0801297631622233
"3379","Florida",2013,"FL","Chronic obstructive pulmonary disease","Nmbr",20299,"Overall",19594467,0.103595571137505
"3380","Florida",2013,"FL","Cerebrovascular disease","Nmbr",8698,"Overall",19594467,0.0443900821594178
"3381","Florida",2013,"FL","Cardiovascular disease","Nmbr",55768,"Overall",19594467,0.284610956756313
"3382","Georgia",2013,"GA","Coronary heart disease","Nmbr",7662,"Overall",9991562,0.0766847065553914
"3383","Georgia",2013,"GA","Chronic obstructive pulmonary disease","Nmbr",6916,"Overall",9991562,0.0692184064913974
"3384","Georgia",2013,"GA","Cardiovascular disease","Nmbr",22165,"Overall",9991562,0.221837186217731
"3385","Georgia",2013,"GA","Cerebrovascular disease","Nmbr",3694,"Overall",9991562,0.0369711962954341
"3386","Georgia",2013,"GA","Heart failure","Nmbr",7915,"Overall",9991562,0.0792168431722688
"3387","Hawaii",2013,"HI","Cardiovascular disease","Nmbr",3395,"Overall",1408765,0.24099122280863
"3388","Hawaii",2013,"HI","Coronary heart disease","Nmbr",1225,"Overall",1408765,0.0869555958587841
"3389","Hawaii",2013,"HI","Chronic obstructive pulmonary disease","Nmbr",569,"Overall",1408765,0.0403899869744067
"3390","Hawaii",2013,"HI","Heart failure","Nmbr",967,"Overall",1408765,0.0686416826085259
"3391","Hawaii",2013,"HI","Cerebrovascular disease","Nmbr",634,"Overall",1408765,0.0450039573669136
"3392","Idaho",2013,"ID","Heart failure","Nmbr",1489,"Overall",1612785,0.0923247674054508
"3393","Idaho",2013,"ID","Cerebrovascular disease","Nmbr",598,"Overall",1612785,0.0370787178700199
"3394","Idaho",2013,"ID","Chronic obstructive pulmonary disease","Nmbr",1420,"Overall",1612785,0.0880464538050639
"3395","Idaho",2013,"ID","Coronary heart disease","Nmbr",1396,"Overall",1612785,0.0865583447266685
"3396","Idaho",2013,"ID","Cardiovascular disease","Nmbr",3378,"Overall",1612785,0.209451352784159
"3397","Illinois",2013,"IL","Heart failure","Nmbr",11964,"Overall",12889580,0.0928191609036136
"3398","Illinois",2013,"IL","Chronic obstructive pulmonary disease","Nmbr",9892,"Overall",12889580,0.0767441607872405
"3399","Illinois",2013,"IL","Cerebrovascular disease","Nmbr",5294,"Overall",12889580,0.0410719356255208
"3400","Illinois",2013,"IL","Cardiovascular disease","Nmbr",32406,"Overall",12889580,0.2514123811637
"3401","Illinois",2013,"IL","Coronary heart disease","Nmbr",14140,"Overall",12889580,0.109701014307681
"3402","Indiana",2013,"IN","Chronic obstructive pulmonary disease","Nmbr",8479,"Overall",6570518,0.129046142176309
"3403","Indiana",2013,"IN","Heart failure","Nmbr",8057,"Overall",6570518,0.122623513092879
"3404","Indiana",2013,"IN","Cerebrovascular disease","Nmbr",2996,"Overall",6570518,0.0455976225923131
"3405","Indiana",2013,"IN","Cardiovascular disease","Nmbr",18178,"Overall",6570518,0.276660074593814
"3406","Indiana",2013,"IN","Coronary heart disease","Nmbr",7996,"Overall",6570518,0.12169512358082
"3407","Iowa",2013,"IA","Heart failure","Nmbr",3668,"Overall",3092224,0.118620125838232
"3408","Iowa",2013,"IA","Cerebrovascular disease","Nmbr",1409,"Overall",3092224,0.0455659098435301
"3409","Iowa",2013,"IA","Cardiovascular disease","Nmbr",9126,"Overall",3092224,0.29512739051246
"3410","Iowa",2013,"IA","Coronary heart disease","Nmbr",4825,"Overall",3092224,0.156036561387532
"3411","Iowa",2013,"IA","Chronic obstructive pulmonary disease","Nmbr",3618,"Overall",3092224,0.117003166652869
"3412","Kansas",2013,"KS","Cerebrovascular disease","Nmbr",1320,"Overall",2894630,0.0456016831166678
"3413","Kansas",2013,"KS","Chronic obstructive pulmonary disease","Nmbr",2774,"Overall",2894630,0.09583262800427
"3414","Kansas",2013,"KS","Heart failure","Nmbr",3119,"Overall",2894630,0.107751249727945
"3415","Kansas",2013,"KS","Cardiovascular disease","Nmbr",7533,"Overall",2894630,0.260240514331711
"3416","Kansas",2013,"KS","Coronary heart disease","Nmbr",2997,"Overall",2894630,0.103536548712616
"3417","Kentucky",2013,"KY","Cardiovascular disease","Nmbr",12769,"Overall",4398500,0.2903035125611
"3418","Kentucky",2013,"KY","Chronic obstructive pulmonary disease","Nmbr",5991,"Overall",4398500,0.136205524610663
"3419","Kentucky",2013,"KY","Coronary heart disease","Nmbr",5670,"Overall",4398500,0.128907582130272
"3420","Kentucky",2013,"KY","Heart failure","Nmbr",5121,"Overall",4398500,0.116426054336706
"3421","Kentucky",2013,"KY","Cerebrovascular disease","Nmbr",1990,"Overall",4398500,0.0452426963737638
"3422","Louisiana",2013,"LA","Heart failure","Nmbr",4409,"Overall",4627491,0.0952784132913495
"3423","Louisiana",2013,"LA","Cardiovascular disease","Nmbr",13316,"Overall",4627491,0.287758528325609
"3424","Louisiana",2013,"LA","Coronary heart disease","Nmbr",5342,"Overall",4627491,0.115440527058832
"3425","Louisiana",2013,"LA","Cerebrovascular disease","Nmbr",2098,"Overall",4627491,0.0453377434985827
"3426","Louisiana",2013,"LA","Chronic obstructive pulmonary disease","Nmbr",3864,"Overall",4627491,0.0835009727733668
"3427","Maine",2013,"ME","Cardiovascular disease","Nmbr",3676,"Overall",1328778,0.276645158182932
"3428","Maine",2013,"ME","Cerebrovascular disease","Nmbr",620,"Overall",1328778,0.0466594118806904
"3429","Maine",2013,"ME","Heart failure","Nmbr",1685,"Overall",1328778,0.126808240353167
"3430","Maine",2013,"ME","Coronary heart disease","Nmbr",1655,"Overall",1328778,0.124550526875069
"3431","Maine",2013,"ME","Chronic obstructive pulmonary disease","Nmbr",1647,"Overall",1328778,0.123948469947576
"3432","Maryland",2013,"MD","Cardiovascular disease","Nmbr",14509,"Overall",5936040,0.244422207397524
"3433","Maryland",2013,"MD","Heart failure","Nmbr",3586,"Overall",5936040,0.0604106441331258
"3434","Maryland",2013,"MD","Chronic obstructive pulmonary disease","Nmbr",3974,"Overall",5936040,0.0669469882278421
"3435","Maryland",2013,"MD","Cerebrovascular disease","Nmbr",2315,"Overall",5936040,0.0389990633486297
"3436","Maryland",2013,"MD","Coronary heart disease","Nmbr",6878,"Overall",5936040,0.115868491452214
"3437","Massachusetts",2013,"MA","Coronary heart disease","Nmbr",6876,"Overall",6708810,0.102492096213785
"3438","Massachusetts",2013,"MA","Chronic obstructive pulmonary disease","Nmbr",4355,"Overall",6708810,0.0649146420900279
"3439","Massachusetts",2013,"MA","Cerebrovascular disease","Nmbr",2354,"Overall",6708810,0.0350881900068716
"3440","Massachusetts",2013,"MA","Cardiovascular disease","Nmbr",15560,"Overall",6708810,0.23193383029181
"3441","Massachusetts",2013,"MA","Heart failure","Nmbr",6666,"Overall",6708810,0.0993618838512344
"3442","Michigan",2013,"MI","Coronary heart disease","Nmbr",15452,"Overall",9900506,0.156072831025
"3443","Michigan",2013,"MI","Heart failure","Nmbr",11432,"Overall",9900506,0.115468845733743
"3444","Michigan",2013,"MI","Cardiovascular disease","Nmbr",30787,"Overall",9900506,0.310963904269135
"3445","Michigan",2013,"MI","Chronic obstructive pulmonary disease","Nmbr",10797,"Overall",9900506,0.109055032136741
"3446","Michigan",2013,"MI","Cerebrovascular disease","Nmbr",4373,"Overall",9900506,0.0441694596215587
"3447","Minnesota",2013,"MN","Heart failure","Nmbr",5731,"Overall",5420541,0.10572745414157
"3448","Minnesota",2013,"MN","Chronic obstructive pulmonary disease","Nmbr",4694,"Overall",5420541,0.086596522376641
"3449","Minnesota",2013,"MN","Coronary heart disease","Nmbr",4195,"Overall",5420541,0.0773907991840667
"3450","Minnesota",2013,"MN","Cardiovascular disease","Nmbr",10828,"Overall",5420541,0.199758658775941
"3451","Minnesota",2013,"MN","Cerebrovascular disease","Nmbr",2073,"Overall",5420541,0.0382434151867867
"3452","Mississippi",2013,"MS","Cerebrovascular disease","Nmbr",1500,"Overall",2990976,0.0501508537681346
"3453","Mississippi",2013,"MS","Heart failure","Nmbr",4529,"Overall",2990976,0.151422144477254
"3454","Mississippi",2013,"MS","Coronary heart disease","Nmbr",3772,"Overall",2990976,0.126112680275602
"3455","Mississippi",2013,"MS","Cardiovascular disease","Nmbr",9921,"Overall",2990976,0.331697746822442
"3456","Mississippi",2013,"MS","Chronic obstructive pulmonary disease","Nmbr",3092,"Overall",2990976,0.103377626567381
"3457","Missouri",2013,"MO","Coronary heart disease","Nmbr",8493,"Overall",6043708,0.140526312654417
"3458","Missouri",2013,"MO","Chronic obstructive pulmonary disease","Nmbr",6610,"Overall",6043708,0.109369943087919
"3459","Missouri",2013,"MO","Cerebrovascular disease","Nmbr",2935,"Overall",6043708,0.0485629021124118
"3460","Missouri",2013,"MO","Cardiovascular disease","Nmbr",18120,"Overall",6043708,0.299815940809847
"3461","Missouri",2013,"MO","Heart failure","Nmbr",6689,"Overall",6043708,0.110677087642222
"3462","Montana",2013,"MT","Cerebrovascular disease","Nmbr",480,"Overall",1014402,0.0473185186937723
"3463","Montana",2013,"MT","Heart failure","Nmbr",1116,"Overall",1014402,0.110015555963021
"3464","Montana",2013,"MT","Coronary heart disease","Nmbr",1128,"Overall",1014402,0.111198518930365
"3465","Montana",2013,"MT","Chronic obstructive pulmonary disease","Nmbr",1200,"Overall",1014402,0.118296296734431
"3466","Montana",2013,"MT","Cardiovascular disease","Nmbr",2675,"Overall",1014402,0.263702161470502
"3467","Nebraska",2013,"NE","Cardiovascular disease","Nmbr",4607,"Overall",1869300,0.24645589258011
"3468","Nebraska",2013,"NE","Chronic obstructive pulmonary disease","Nmbr",2065,"Overall",1869300,0.110469159578452
"3469","Nebraska",2013,"NE","Cerebrovascular disease","Nmbr",820,"Overall",1869300,0.0438666880650511
"3470","Nebraska",2013,"NE","Heart failure","Nmbr",2218,"Overall",1869300,0.118654041619858
