"","states","year","disease","deathpop","class","population","ratio"
"4452","California",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",5.5,"Female",38792291,1.41780747107718e-07
"4453","California",2014,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",25279,"Overall",38792291,0.000651650092024727
"4454","California",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",7.2,"Male",38792291,1.85603887122831e-07
"4455","California",2014,"Mortality from diseases of the heart",58189,"Overall",38792291,0.001500014526082
"4456","California",2014,"Current asthma prevalence among adults aged >= 18 years",7.8,"Overall",38792291,2.010708777164e-07
"4457","California",2014,"Mortality from coronary heart disease",21236,"Male",38792291,0.000547428353741727
"4458","California",2014,"Current asthma prevalence among adults aged >= 18 years",10.6,"Female",38792291,2.73250167153056e-07
"4459","California",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",8,"Overall",38792291,2.0622654124759e-07
"4460","California",2014,"Mortality from diseases of the heart",31269,"Male",38792291,0.00080606221478386
"4461","California",2014,"Mortality from heart failure",15236,"Female",38792291,0.000392758447806034
"4462","California",2014,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",12280,"Female",38792291,0.00031655774081505
"4463","California",2014,"Mortality from total cardiovascular disease",40521,"Male",38792291,0.0010445632097367
"4464","California",2014,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",12999,"Male",38792291,0.000335092351209677
"4465","California",2014,"Mortality from coronary heart disease",37203,"Overall",38792291,0.00095903075175426
"4466","California",2014,"Mortality from diseases of the heart",26920,"Female",38792291,0.000693952311298139
"4467","California",2014,"Mortality from coronary heart disease",15967,"Female",38792291,0.000411602398012533
"4468","California",2014,"Mortality from heart failure",14826,"Male",38792291,0.000382189337567095
"4469","Colorado",2014,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",4553,"Overall",5355588,0.000850140077989569
"4470","Colorado",2014,"Mortality from cerebrovascular disease (stroke)",1714,"Overall",5355588,0.000320039554947095
"4471","Colorado",2014,"Mortality from total cardiovascular disease",4793,"Male",5355588,0.000894953084516583
"4472","Colorado",2014,"Mortality from cerebrovascular disease (stroke)",684,"Male",5355588,0.000127717068601991
"4473","Colorado",2014,"Mortality from heart failure",2154,"Female",5355588,0.000402196733579954
"4474","Colorado",2014,"Mortality from total cardiovascular disease",4646,"Female",5355588,0.000867505118018787
"4475","Colorado",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",7.6,"Female",5355588,1.41907854002212e-06
"4476","Colorado",2014,"Mortality from cerebrovascular disease (stroke)",1030,"Female",5355588,0.000192322486345103
"4477","Colorado",2014,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",2203,"Female",5355588,0.000411346055745886
"4478","Colorado",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",6.8,"Overall",5355588,1.26970185159874e-06
"4479","Colorado",2014,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",2350,"Male",5355588,0.000438794022243683
"4480","Colorado",2014,"Mortality from total cardiovascular disease",9439,"Overall",5355588,0.00176245820253537
"4481","Colorado",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",4.7,"Female",5355588,8.77588044487365e-07
"4482","Colorado",2014,"Mortality from diseases of the heart",3140,"Female",5355588,0.000586303502061772
"4483","Colorado",2014,"Current asthma prevalence among adults aged >= 18 years",8.4,"Overall",5355588,1.5684552284455e-06
"4484","Colorado",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",3.4,"Male",5355588,6.34850925799371e-07
"4485","Colorado",2014,"Mortality from diseases of the heart",3760,"Male",5355588,0.000702070435589892
"4486","Colorado",2014,"Mortality from heart failure",4210,"Overall",5355588,0.000786094822828044
"4487","Colorado",2014,"Mortality from diseases of the heart",6900,"Overall",5355588,0.00128837393765166
"4488","Colorado",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",5.8,"Male",5355588,1.08298099106951e-06
"4489","Colorado",2014,"Mortality from coronary heart disease",2354,"Male",5355588,0.0004395409056858
"4490","Colorado",2014,"Current asthma prevalence among adults aged >= 18 years",10.9,"Female",5355588,2.03525737976857e-06
"4491","Colorado",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",4,"Overall",5355588,7.46883442116907e-07
"4492","Colorado",2014,"Mortality from heart failure",2056,"Male",5355588,0.00038389808924809
"4493","Colorado",2014,"Mortality from coronary heart disease",3829,"Overall",5355588,0.000714954174966409
"4494","Colorado",2014,"Mortality from coronary heart disease",1475,"Female",5355588,0.000275413269280609
"4495","Colorado",2014,"Current asthma prevalence among adults aged >= 18 years",5.9,"Male",5355588,1.10165307712244e-06
"4496","Connecticut",2014,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",1229,"Male",3594762,0.000341886333504137
"4497","Connecticut",2014,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",1373,"Female",3594762,0.000381944618308528
"4498","Connecticut",2014,"Mortality from cerebrovascular disease (stroke)",1266,"Overall",3594762,0.000352179087238599
"4499","Connecticut",2014,"Mortality from total cardiovascular disease",4640,"Female",3594762,0.00129076695480813
"4500","Connecticut",2014,"Mortality from heart failure",2045,"Female",3594762,0.000568883280729016
"4501","Connecticut",2014,"Mortality from diseases of the heart",3500,"Female",3594762,0.000973638866773377
"4502","Connecticut",2014,"Mortality from diseases of the heart",7018,"Overall",3594762,0.0019522850191473
"4503","Connecticut",2014,"Current asthma prevalence among adults aged >= 18 years",9.2,"Overall",3594762,2.55927930694716e-06
"4504","Connecticut",2014,"Mortality from heart failure",1644,"Male",3594762,0.000457332084850124
"4505","Connecticut",2014,"Mortality from heart failure",3689,"Overall",3594762,0.00102621536557914
"4506","Connecticut",2014,"Mortality from coronary heart disease",3634,"Overall",3594762,0.00101091532624413
"4507","Connecticut",2014,"Mortality from cerebrovascular disease (stroke)",771,"Female",3594762,0.000214478733223507
"4508","Connecticut",2014,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",2602,"Overall",3594762,0.000723830951812665
"4509","Connecticut",2014,"Mortality from total cardiovascular disease",4341,"Male",3594762,0.00120759037733235
"4510","Connecticut",2014,"Mortality from diseases of the heart",3518,"Male",3594762,0.000978646152373926
"4511","Connecticut",2014,"Mortality from cerebrovascular disease (stroke)",495,"Male",3594762,0.000137700354015092
"4512","Connecticut",2014,"Mortality from coronary heart disease",1649,"Female",3594762,0.000458722997516943
"4513","Connecticut",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",8.2,"Female",3594762,2.28109677358334e-06
"4514","Connecticut",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",6.3,"Male",3594762,1.75254996019208e-06
"4515","Connecticut",2014,"Current asthma prevalence among adults aged >= 18 years",6,"Male",3594762,1.66909520018293e-06
"4516","Connecticut",2014,"Mortality from total cardiovascular disease",8981,"Overall",3594762,0.00249835733214049
"4517","Connecticut",2014,"Mortality from coronary heart disease",1985,"Male",3594762,0.000552192328727187
"4518","Connecticut",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",7.4,"Overall",3594762,2.05855074689228e-06
"4519","Connecticut",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",5.8,"Female",3594762,1.61345869351017e-06
"4520","Connecticut",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",4.3,"Male",3594762,1.19618489346444e-06
"4521","Connecticut",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",5.1,"Overall",3594762,1.41873092015549e-06
"4522","Connecticut",2014,"Current asthma prevalence among adults aged >= 18 years",12.1,"Female",3594762,3.36600865370225e-06
"4523","Delaware",2014,"Mortality from cerebrovascular disease (stroke)",261,"Female",935968,0.000278855687373927
"4524","Delaware",2014,"Mortality from diseases of the heart",1921,"Overall",935968,0.00205242059557592
"4525","Delaware",2014,"Mortality from cerebrovascular disease (stroke)",178,"Male",935968,0.000190177441963828
"4526","Delaware",2014,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",862,"Overall",935968,0.000920971657150672
"4527","Delaware",2014,"Mortality from cerebrovascular disease (stroke)",439,"Overall",935968,0.000469033129337755
"4528","Delaware",2014,"Mortality from total cardiovascular disease",2509,"Overall",935968,0.00268064720161373
"4529","Delaware",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",10.2,"Female",935968,1.08978084720845e-05
"4530","Delaware",2014,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",418,"Male",935968,0.000446596464836405
"4531","Delaware",2014,"Mortality from diseases of the heart",902,"Female",935968,0.000963708160962768
"4532","Delaware",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",5.5,"Male",935968,5.87626927416322e-06
"4533","Delaware",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",7.5,"Female",935968,8.01309446476803e-06
"4534","Delaware",2014,"Mortality from diseases of the heart",1019,"Male",935968,0.00108871243461315
"4535","Delaware",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",7.8,"Male",935968,8.33361824335875e-06
"4536","Delaware",2014,"Mortality from coronary heart disease",1219,"Overall",935968,0.00130239495367363
"4537","Delaware",2014,"Current asthma prevalence among adults aged >= 18 years",11.8,"Female",935968,1.26072686245684e-05
"4538","Delaware",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",6.5,"Overall",935968,6.94468186946562e-06
"4539","Delaware",2014,"Mortality from coronary heart disease",558,"Female",935968,0.000596174228178741
"4540","Delaware",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",9.1,"Overall",935968,9.72255461725187e-06
"4541","Delaware",2014,"Mortality from total cardiovascular disease",1238,"Female",935968,0.00132269479298438
"4542","Delaware",2014,"Mortality from coronary heart disease",661,"Male",935968,0.000706220725494889
"4543","Delaware",2014,"Mortality from heart failure",873,"Overall",935968,0.000932724195698998
"4544","Delaware",2014,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",444,"Female",935968,0.000474375192314267
"4545","Delaware",2014,"Current asthma prevalence among adults aged >= 18 years",8.8,"Overall",935968,9.40203083866115e-06
"4546","Delaware",2014,"Mortality from total cardiovascular disease",1271,"Male",935968,0.00135795240862935
"4547","Delaware",2014,"Mortality from heart failure",416,"Female",935968,0.0004444596396458
"4548","Delaware",2014,"Current asthma prevalence among adults aged >= 18 years",5.5,"Male",935968,5.87626927416322e-06
"4549","Delaware",2014,"Mortality from heart failure",457,"Male",935968,0.000488264556053198
"4550","District of Columbia",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",5.6,"Overall",659836,8.48695736516347e-06
"4551","District of Columbia",2014,"Mortality from total cardiovascular disease",814,"Male",659836,0.00123363987415055
"4552","District of Columbia",2014,"Mortality from cerebrovascular disease (stroke)",138,"Female",659836,0.000209142877927243
"4553","District of Columbia",2014,"Mortality from heart failure",325,"Overall",659836,0.000492546632799665
"4554","District of Columbia",2014,"Mortality from diseases of the heart",647,"Female",659836,0.000980546681296565
"4555","District of Columbia",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",5.1,"Male",659836,7.72919331470244e-06
"4556","District of Columbia",2014,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",10,"Female",659836,1.51552810092205e-05
"4557","District of Columbia",2014,"Mortality from cerebrovascular disease (stroke)",76,"Male",659836,0.000115180135670076
"4558","District of Columbia",2014,"Mortality from total cardiovascular disease",843,"Female",659836,0.00127759018907729
"4559","District of Columbia",2014,"Mortality from diseases of the heart",1324,"Overall",659836,0.00200655920562079
"4560","District of Columbia",2014,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",137,"Female",659836,0.00020762734982632
